,Unnamed: 0,x,y,severity,description,label,normalized_body,normalized_body_tokens
199,199,-35.534534,-20.090239,7.5,"In Eclipse Jetty, versions 9.2.x and older, 9.3.x (all configurations), and 9.4.x (non-default configuration with RFC2616 compliance enabled), HTTP/0.9 is handled poorly. An HTTP/1 style request line (i.e. method space URI space version) that declares a version of HTTP/0.9 was accepted and treated as a 0.9 request. If deployed behind an intermediary that also accepted and passed through the 0.9 version (but did not act on it), then the response sent could be interpreted by the intermediary as HTTP/1 headers. This could be used to poison the cache if the server allowed the origin client to generate arbitrary content in the response.",47,eclipse jetty versions older configurations nondefault configuration rfc compliance enabled http handled poorly http style request line ie method space uri space version declares version http accepted treated request deployed behind intermediary also accepted passed version act response sent could interpreted intermediary http headers could used poison cache server allowed origin client generate arbitrary content response,"['eclipse', 'jetty', 'versions', 'older', 'configurations', 'nondefault', 'configuration', 'rfc', 'compliance', 'enabled', 'http', 'handled', 'poorly', 'http', 'style', 'request', 'line', 'ie', 'method', 'space', 'uri', 'space', 'version', 'declares', 'version', 'http', 'accepted', 'treated', 'request', 'deployed', 'behind', 'intermediary', 'also', 'accepted', 'passed', 'version', 'act', 'response', 'sent', 'could', 'interpreted', 'intermediary', 'http', 'headers', 'could', 'used', 'poison', 'cache', 'server', 'allowed', 'origin', 'client', 'generate', 'arbitrary', 'content', 'response']"
200,200,-34.104256,28.29448,9.8,"In Eclipse Jetty, versions 9.2.x and older, 9.3.x (all configurations), and 9.4.x (non-default configuration with RFC2616 compliance enabled), transfer-encoding chunks are handled poorly. The chunk length parsing was vulnerable to an integer overflow. Thus a large chunk size could be interpreted as a smaller chunk size and content sent as chunk body could be interpreted as a pipelined request. If Jetty was deployed behind an intermediary that imposed some authorization and that intermediary allowed arbitrarily large chunks to be passed on unchanged, then this flaw could be used to bypass the authorization imposed by the intermediary as the fake pipelined request would not be interpreted by the intermediary as a request.",39,eclipse jetty versions older configurations nondefault configuration rfc compliance enabled transferencoding chunks handled poorly chunk length parsing integer overflow thus large chunk size could interpreted smaller chunk size content sent chunk body could interpreted pipelined request jetty deployed behind intermediary imposed authorization intermediary allowed arbitrarily large chunks passed unchanged could used bypass authorization imposed intermediary fake pipelined request would interpreted intermediary request,"['eclipse', 'jetty', 'versions', 'older', 'configurations', 'nondefault', 'configuration', 'rfc', 'compliance', 'enabled', 'transferencoding', 'chunks', 'handled', 'poorly', 'chunk', 'length', 'parsing', 'integer', 'overflow', 'thus', 'large', 'chunk', 'size', 'could', 'interpreted', 'smaller', 'chunk', 'size', 'content', 'sent', 'chunk', 'body', 'could', 'interpreted', 'pipelined', 'request', 'jetty', 'deployed', 'behind', 'intermediary', 'imposed', 'authorization', 'intermediary', 'allowed', 'arbitrarily', 'large', 'chunks', 'passed', 'unchanged', 'could', 'used', 'bypass', 'authorization', 'imposed', 'intermediary', 'fake', 'pipelined', 'request', 'would', 'interpreted', 'intermediary', 'request']"
201,201,-31.77829,10.925833,9.8,"In Eclipse Jetty Server, versions 9.2.x and older, 9.3.x (all non HTTP/1.x configurations), and 9.4.x (all HTTP/1.x configurations), when presented with two content-lengths headers, Jetty ignored the second. When presented with a content-length and a chunked encoding header, the content-length was ignored (as per RFC 2616). If an intermediary decided on the shorter length, but still passed on the longer body, then body content could be interpreted by Jetty as a pipelined request. If the intermediary was imposing authorization, the fake pipelined request would bypass that authorization. Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2017-7658 for details",40,eclipse jetty server versions older non httpx configurations httpx configurations presented two contentlengths headers jetty ignored second presented contentlength chunked encoding header contentlength ignored per rfc intermediary decided shorter length still passed longer body body content could interpreted jetty pipelined request intermediary imposing authorization fake pipelined request would bypass authorization sonatypes research suggests cves details differ defined nvd see details,"['eclipse', 'jetty', 'server', 'versions', 'older', 'non', 'httpx', 'configurations', 'httpx', 'configurations', 'presented', 'two', 'contentlengths', 'headers', 'jetty', 'ignored', 'second', 'presented', 'contentlength', 'chunked', 'encoding', 'header', 'contentlength', 'ignored', 'per', 'rfc', 'intermediary', 'decided', 'shorter', 'length', 'still', 'passed', 'longer', 'body', 'body', 'content', 'could', 'interpreted', 'jetty', 'pipelined', 'request', 'intermediary', 'imposing', 'authorization', 'fake', 'pipelined', 'request', 'would', 'bypass', 'authorization', 'sonatypes', 'research', 'suggests', 'cves', 'details', 'differ', 'defined', 'nvd', 'see', 'details']"
202,202,-38.049015,-12.388823,4.0,"In Eclipse Jetty versions 9.4.0 thru 9.4.46, and 10.0.0 thru 10.0.9, and 11.0.0 thru 11.0.9 versions, the parsing of the authority segment of an http scheme URI, the Jetty HttpURI class improperly detects an invalid input as a hostname. This can lead to failures in a Proxy scenario.",36,eclipse jetty versions thru thru thru versions parsing authority segment http scheme uri jetty httpuri class improperly detects invalid input hostname lead failures proxy scenario,"['eclipse', 'jetty', 'versions', 'thru', 'thru', 'thru', 'versions', 'parsing', 'authority', 'segment', 'http', 'scheme', 'uri', 'jetty', 'httpuri', 'class', 'improperly', 'detects', 'invalid', 'input', 'hostname', 'lead', 'failures', 'proxy', 'scenario']"
203,203,-22.70825,51.562138,7.8,"In Eclipse Jetty 7.2.2 to 9.4.38, 10.0.0.alpha0 to 10.0.1, and 11.0.0.alpha0 to 11.0.1, CPU usage can reach 100% upon receiving a large invalid TLS frame.",41,eclipse jetty alpha alpha cpu usage reach upon receiving large invalid tls frame,"['eclipse', 'jetty', 'alpha', 'alpha', 'cpu', 'usage', 'reach', 'upon', 'receiving', 'large', 'invalid', 'tls', 'frame']"
204,204,-20.044413,-67.30216,7.5,"Jetty through 9.4.x is prone to a timing channel in util/security/Password.java, which makes it easier for remote attackers to obtain access by observing elapsed times before rejection of incorrect passwords.",42,jetty prone timing channel utilsecuritypasswordjava makes easier remote attackers obtain access observing elapsed times rejection incorrect passwords,"['jetty', 'prone', 'timing', 'channel', 'utilsecuritypasswordjava', 'makes', 'easier', 'remote', 'attackers', 'obtain', 'access', 'observing', 'elapsed', 'times', 'rejection', 'incorrect', 'passwords']"
205,205,23.52362,46.496136,5.0,"In Eclipse Jetty Server, all 9.x versions, on webapps deployed using default Error Handling, when an intentionally bad query arrives that doesn't match a dynamic url-pattern, and is eventually handled by the DefaultServlet's static file serving, the bad characters can trigger a java.nio.file.InvalidPathException which includes the full path to the base resource directory that the DefaultServlet and/or webapp is using. If this InvalidPathException is then handled by the default Error Handler, the InvalidPathException message is included in the error response, revealing the full server path to the requesting system.",33,eclipse jetty server versions webapps deployed using default error handling intentionally bad query arrives match dynamic urlpattern eventually handled defaultservlets static file serving bad characters trigger javaniofileinvalidpathexception includes full path base resource directory defaultservlet andor webapp using invalidpathexception handled default error handler invalidpathexception message included error response revealing full server path requesting system,"['eclipse', 'jetty', 'server', 'versions', 'webapps', 'deployed', 'using', 'default', 'error', 'handling', 'intentionally', 'bad', 'query', 'arrives', 'match', 'dynamic', 'urlpattern', 'eventually', 'handled', 'defaultservlets', 'static', 'file', 'serving', 'bad', 'characters', 'trigger', 'javaniofileinvalidpathexception', 'includes', 'full', 'path', 'base', 'resource', 'directory', 'defaultservlet', 'andor', 'webapp', 'using', 'invalidpathexception', 'handled', 'default', 'error', 'handler', 'invalidpathexception', 'message', 'included', 'error', 'response', 'revealing', 'full', 'server', 'path', 'requesting', 'system']"
206,206,-13.60095,26.37969,4.3,"In Eclipse Jetty version 9.2.26 and older, 9.3.25 and older, and 9.4.15 and older, the server is vulnerable to XSS conditions if a remote client USES a specially formatted URL against the DefaultServlet or ResourceHandler that is configured for showing a Listing of directory contents.",34,eclipse jetty version older older older server xss conditions remote client uses specially formatted url defaultservlet resourcehandler configured showing listing directory contents,"['eclipse', 'jetty', 'version', 'older', 'older', 'older', 'server', 'xss', 'conditions', 'remote', 'client', 'uses', 'specially', 'formatted', 'url', 'defaultservlet', 'resourcehandler', 'configured', 'showing', 'listing', 'directory', 'contents']"
207,207,42.333668,29.82044,5.0,"In Eclipse Jetty version 9.2.27, 9.3.26, and 9.4.16, the server running on Windows is vulnerable to exposure of the fully qualified Base Resource directory name on Windows to a remote client when it is configured for showing a Listing of directory contents. This information reveal is restricted to only the content in the configured base resource directories.",43,eclipse jetty version server running windows exposure fully qualified base resource directory name windows remote client configured showing listing directory contents information reveal restricted content configured base resource directories,"['eclipse', 'jetty', 'version', 'server', 'running', 'windows', 'exposure', 'fully', 'qualified', 'base', 'resource', 'directory', 'name', 'windows', 'remote', 'client', 'configured', 'showing', 'listing', 'directory', 'contents', 'information', 'reveal', 'restricted', 'content', 'configured', 'base', 'resource', 'directories']"
208,208,-33.18081,-43.802727,5.3,"Jetty is a java based web server and servlet engine. In affected versions servlets with multipart support (e.g. annotated with `@MultipartConfig`) that call `HttpServletRequest.getParameter()` or `HttpServletRequest.getParts()` may cause `OutOfMemoryError` when the client sends a multipart request with a part that has a name but no filename and very large content. This happens even with the default settings of `fileSizeThreshold=0` which should stream the whole part content to disk. An attacker client may send a large multipart request and cause the server to throw `OutOfMemoryError`. However, the server may be able to recover after the `OutOfMemoryError` and continue its service -- although it may take some time. This issue has been patched in versions 9.4.51, 10.0.14, and 11.0.14. Users are advised to upgrade. Users unable to upgrade may set the multipart parameter `maxRequestSize` which must be set to a non-negative value, so the whole multipart content is limited (although still read into memory).",37,jetty java based web server servlet engine affected versions servlets multipart support eg annotated multipartconfig call httpservletrequestgetparameter httpservletrequestgetparts may cause outofmemoryerror client sends multipart request part name filename large content happens even default settings filesizethreshold stream whole part content disk attacker client may send large multipart request server throw outofmemoryerror however server may able recover outofmemoryerror continue service although may take time issue patched versions users advised upgrade users unable upgrade may set multipart parameter maxrequestsize must set nonnegative value whole multipart content limited although still read memory,"['jetty', 'java', 'based', 'web', 'server', 'servlet', 'engine', 'affected', 'versions', 'servlets', 'multipart', 'support', 'eg', 'annotated', 'multipartconfig', 'call', 'httpservletrequestgetparameter', 'httpservletrequestgetparts', 'may', 'cause', 'outofmemoryerror', 'client', 'sends', 'multipart', 'request', 'part', 'name', 'filename', 'large', 'content', 'happens', 'even', 'default', 'settings', 'filesizethreshold', 'stream', 'whole', 'part', 'content', 'disk', 'attacker', 'client', 'may', 'send', 'large', 'multipart', 'request', 'server', 'throw', 'outofmemoryerror', 'however', 'server', 'may', 'able', 'recover', 'outofmemoryerror', 'continue', 'service', 'although', 'may', 'take', 'time', 'issue', 'patched', 'versions', 'users', 'advised', 'upgrade', 'users', 'unable', 'upgrade', 'may', 'set', 'multipart', 'parameter', 'maxrequestsize', 'must', 'set', 'nonnegative', 'value', 'whole', 'multipart', 'content', 'limited', 'although', 'still', 'read', 'memory']"
209,209,25.943792,0.48771602,5.0,"Apache Camel's File is vulnerable to directory traversal. Camel 2.21.0 to 2.21.3, 2.22.0 to 2.22.2, 2.23.0 and the unsupported Camel 2.x (2.19 and earlier) versions may be also affected.",48,apache camels file directory traversal camel unsupported camel earlier versions may also affected,"['apache', 'camels', 'file', 'directory', 'traversal', 'camel', 'unsupported', 'camel', 'earlier', 'versions', 'may', 'also', 'affected']"
210,210,25.875303,0.4653262,5.0,Server-Side Template Injection and arbitrary file disclosure on Camel templating components,48,serverside template injection arbitrary file disclosure camel templating components,"['serverside', 'template', 'injection', 'arbitrary', 'file', 'disclosure', 'camel', 'templating', 'components']"
211,211,-10.340602,31.081985,4.3,"By default, Apache CXF creates a /services page containing a listing of the available endpoint names and addresses. This webpage is vulnerable to a reflected Cross-Site Scripting (XSS) attack via the styleSheetPath, which allows a malicious actor to inject javascript into the web page. This vulnerability affects all versions of Apache CXF prior to 3.4.1 and 3.3.8. Please note that this is a separate issue to CVE-2019-17573.",49,default apache cxf creates services page containing listing available endpoint names addresses webpage reflected crosssite scripting xss attack via stylesheetpath allows malicious actor inject javascript web page vulnerability affects versions apache cxf prior please note separate issue cve,"['default', 'apache', 'cxf', 'creates', 'services', 'page', 'containing', 'listing', 'available', 'endpoint', 'names', 'addresses', 'webpage', 'reflected', 'crosssite', 'scripting', 'xss', 'attack', 'via', 'stylesheetpath', 'allows', 'malicious', 'actor', 'inject', 'javascript', 'web', 'page', 'vulnerability', 'affects', 'versions', 'apache', 'cxf', 'prior', 'please', 'note', 'separate', 'issue', 'cve']"
212,212,-10.405814,31.00704,7.5,"A vulnerability in Apache CXF before versions 3.5.5 and 3.4.10 allows an attacker to perform a remote directory listing or code exfiltration. The vulnerability only applies when the CXFServlet is configured with both the static-resources-list and redirect-query-check attributes. These attributes are not supposed to be used together, and so the vulnerability can only arise if the CXF service is misconfigured.",49,vulnerability apache cxf versions allows attacker perform remote directory listing code exfiltration vulnerability applies cxfservlet configured staticresourceslist redirectquerycheck attributes attributes supposed used together vulnerability arise cxf service misconfigured,"['vulnerability', 'apache', 'cxf', 'versions', 'allows', 'attacker', 'perform', 'remote', 'directory', 'listing', 'code', 'exfiltration', 'vulnerability', 'applies', 'cxfservlet', 'configured', 'staticresourceslist', 'redirectquerycheck', 'attributes', 'attributes', 'supposed', 'used', 'together', 'vulnerability', 'arise', 'cxf', 'service', 'misconfigured']"
213,213,-9.802435,31.696451,9.8,A SSRF vulnerability in parsing the href attribute of XOP:Include in MTOM requests in versions of Apache CXF before 3.5.5 and 3.4.10 allows an attacker to perform SSRF style attacks on webservices that take at least one parameter of any type.,49,ssrf vulnerability parsing href attribute xopinclude mtom requests versions apache cxf allows attacker perform ssrf style attacks webservices take least one parameter type,"['ssrf', 'vulnerability', 'parsing', 'href', 'attribute', 'xopinclude', 'mtom', 'requests', 'versions', 'apache', 'cxf', 'allows', 'attacker', 'perform', 'ssrf', 'style', 'attacks', 'webservices', 'take', 'least', 'one', 'parameter', 'type']"
214,214,-57.836143,19.467363,7.5,"Those using Woodstox to parse XML data may be vulnerable to Denial of Service attacks (DOS) if DTD support is enabled. If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow. This effect may support a denial of service attack.",13,using woodstox parse xml data may denial service attacks dos dtd support enabled parser running user supplied input attacker may supply content causes parser crash stackoverflow effect may support denial service attack,"['using', 'woodstox', 'parse', 'xml', 'data', 'may', 'denial', 'service', 'attacks', 'dos', 'dtd', 'support', 'enabled', 'parser', 'running', 'user', 'supplied', 'input', 'attacker', 'may', 'supply', 'content', 'causes', 'parser', 'crash', 'stackoverflow', 'effect', 'may', 'support', 'denial', 'service', 'attack']"
215,215,32.6837,-2.4655786,6.5,"A flaw was found in Keycloak before version 11.0.0, where the code base contains usages of ObjectInputStream without type checks. This flaw allows an attacker to inject arbitrarily serialized Java Objects, which would then get deserialized in a privileged context and potentially lead to remote code execution.",1,version code base contains usages objectinputstream without type checks allows attacker inject arbitrarily serialized java objects would get deserialized privileged context potentially lead remote code execution,"['version', 'code', 'base', 'contains', 'usages', 'objectinputstream', 'without', 'type', 'checks', 'allows', 'attacker', 'inject', 'arbitrarily', 'serialized', 'java', 'objects', 'would', 'get', 'deserialized', 'privileged', 'context', 'potentially', 'lead', 'remote', 'code', 'execution']"
216,216,-18.764452,-5.247418,5.0,"Both Spring Security 3.2.x, 4.0.x, 4.1.0 and the Spring Framework 3.2.x, 4.0.x, 4.1.x, 4.2.x rely on URL pattern mappings for authorization and for mapping requests to controllers respectively. Differences in the strictness of the pattern matching mechanisms, for example with regards to space trimming in path segments, can lead Spring Security to not recognize certain paths as not protected that are in fact mapped to Spring MVC controllers that should be protected. The problem is compounded by the fact that the Spring Framework provides richer features with regards to pattern matching as well as by the fact that pattern matching in each Spring Security and the Spring Framework can easily be customized creating additional differences.",50,spring security spring framework rely url pattern mappings authorization mapping requests controllers respectively differences strictness pattern matching mechanisms example regards space trimming path segments lead spring security recognize certain paths protected fact mapped spring mvc controllers protected problem compounded fact spring framework provides richer features regards pattern matching well fact pattern matching spring security spring framework easily customized creating additional differences,"['spring', 'security', 'spring', 'framework', 'rely', 'url', 'pattern', 'mappings', 'authorization', 'mapping', 'requests', 'controllers', 'respectively', 'differences', 'strictness', 'pattern', 'matching', 'mechanisms', 'example', 'regards', 'space', 'trimming', 'path', 'segments', 'lead', 'spring', 'security', 'recognize', 'certain', 'paths', 'protected', 'fact', 'mapped', 'spring', 'mvc', 'controllers', 'protected', 'problem', 'compounded', 'fact', 'spring', 'framework', 'provides', 'richer', 'features', 'regards', 'pattern', 'matching', 'well', 'fact', 'pattern', 'matching', 'spring', 'security', 'spring', 'framework', 'easily', 'customized', 'creating', 'additional', 'differences']"
217,217,-17.902634,-4.5497327,5.0,"Spring Security (Spring Security 4.1.x before 4.1.5, 4.2.x before 4.2.4, and 5.0.x before 5.0.1; and Spring Framework 4.3.x before 4.3.14 and 5.0.x before 5.0.3) does not consider URL path parameters when processing security constraints. By adding a URL path parameter with special encodings, an attacker may be able to bypass a security constraint. The root cause of this issue is a lack of clarity regarding the handling of path parameters in the Servlet Specification. Some Servlet containers include path parameters in the value returned for getPathInfo() and some do not. Spring Security uses the value returned by getPathInfo() as part of the process of mapping requests to security constraints. In this particular attack, different character encodings used in path parameters allows secured Spring MVC static resource URLs to be bypassed.",50,spring security spring security spring framework consider url path parameters processing security constraints adding url path parameter special encodings attacker may able bypass security constraint root issue lack clarity regarding handling path parameters servlet specification servlet containers include path parameters value returned getpathinfo spring security uses value returned getpathinfo part process mapping requests security constraints particular attack different character encodings used path parameters allows secured spring mvc static resource urls bypassed,"['spring', 'security', 'spring', 'security', 'spring', 'framework', 'consider', 'url', 'path', 'parameters', 'processing', 'security', 'constraints', 'adding', 'url', 'path', 'parameter', 'special', 'encodings', 'attacker', 'may', 'able', 'bypass', 'security', 'constraint', 'root', 'issue', 'lack', 'clarity', 'regarding', 'handling', 'path', 'parameters', 'servlet', 'specification', 'servlet', 'containers', 'include', 'path', 'parameters', 'value', 'returned', 'getpathinfo', 'spring', 'security', 'uses', 'value', 'returned', 'getpathinfo', 'part', 'process', 'mapping', 'requests', 'security', 'constraints', 'particular', 'attack', 'different', 'character', 'encodings', 'used', 'path', 'parameters', 'allows', 'secured', 'spring', 'mvc', 'static', 'resource', 'urls', 'bypassed']"
218,218,-20.538874,-13.729718,9.8,"In Spring Security, versions 5.7.x prior to 5.7.8, versions 5.8.x prior to 5.8.3, and versions 6.0.x prior to 6.0.3, the logout support does not properly clean the security context if using serialized versions. Additionally, it is not possible to explicitly save an empty security context to the HttpSessionSecurityContextRepository. This vulnerability can keep users authenticated even after they performed logout. Users of affected versions should apply the following mitigation. 5.7.x users should upgrade to 5.7.8. 5.8.x users should upgrade to 5.8.3. 6.0.x users should upgrade to 6.0.3.",51,spring security versions prior versions prior versions prior logout support properly clean security context using serialized versions additionally possible explicitly save empty security context httpsessionsecuritycontextrepository vulnerability keep users authenticated even performed logout users affected versions apply following mitigation users upgrade users upgrade users upgrade,"['spring', 'security', 'versions', 'prior', 'versions', 'prior', 'versions', 'prior', 'logout', 'support', 'properly', 'clean', 'security', 'context', 'using', 'serialized', 'versions', 'additionally', 'possible', 'explicitly', 'save', 'empty', 'security', 'context', 'httpsessionsecuritycontextrepository', 'vulnerability', 'keep', 'users', 'authenticated', 'even', 'performed', 'logout', 'users', 'affected', 'versions', 'apply', 'following', 'mitigation', 'users', 'upgrade', 'users', 'upgrade', 'users', 'upgrade']"
219,219,-18.912138,-10.887907,7.5,"Spring Security, versions 4.2.x up to 4.2.12, and older unsupported versions support plain text passwords using PlaintextPasswordEncoder. If an application using an affected version of Spring Security is leveraging PlaintextPasswordEncoder and a user has a null encoded password, a malicious user (or attacker) can authenticate using a password of ""null"".",51,spring security versions older unsupported versions support plain text passwords using plaintextpasswordencoder application using affected version spring security leveraging plaintextpasswordencoder user null encoded password malicious user attacker authenticate using password null,"['spring', 'security', 'versions', 'older', 'unsupported', 'versions', 'support', 'plain', 'text', 'passwords', 'using', 'plaintextpasswordencoder', 'application', 'using', 'affected', 'version', 'spring', 'security', 'leveraging', 'plaintextpasswordencoder', 'user', 'null', 'encoded', 'password', 'malicious', 'user', 'attacker', 'authenticate', 'using', 'password', 'null']"
220,220,-20.995724,-11.391709,5.0,"Spring Security versions 4.2.x prior to 4.2.12, 5.0.x prior to 5.0.12, and 5.1.x prior to 5.1.5 contain an insecure randomness vulnerability when using SecureRandomFactoryBean#setSeed to configure a SecureRandom instance. In order to be impacted, an honest application must provide a seed and make the resulting random material available to an attacker for inspection.",51,spring security versions prior prior prior contain insecure randomness vulnerability using securerandomfactorybeansetseed configure securerandom instance order impacted honest application must provide seed make resulting random material available attacker inspection,"['spring', 'security', 'versions', 'prior', 'prior', 'prior', 'contain', 'insecure', 'randomness', 'vulnerability', 'using', 'securerandomfactorybeansetseed', 'configure', 'securerandom', 'instance', 'order', 'impacted', 'honest', 'application', 'must', 'provide', 'seed', 'make', 'resulting', 'random', 'material', 'available', 'attacker', 'inspection']"
221,221,3.1477695,-23.042631,7.5,"A Spring MVC or Spring WebFlux application running on JDK 9+ may be vulnerable to remote code execution (RCE) via data binding. The specific exploit requires the application to run on Tomcat as a WAR deployment. If the application is deployed as a Spring Boot executable jar, i.e. the default, it is not vulnerable to the exploit. However, the nature of the vulnerability is more general, and there may be other ways to exploit it.",52,spring mvc spring webflux application running jdk may remote code execution rce via data binding specific exploit requires application run tomcat war deployment application deployed spring boot executable jar ie default exploit however nature vulnerability general may ways exploit,"['spring', 'mvc', 'spring', 'webflux', 'application', 'running', 'jdk', 'may', 'remote', 'code', 'execution', 'rce', 'via', 'data', 'binding', 'specific', 'exploit', 'requires', 'application', 'run', 'tomcat', 'war', 'deployment', 'application', 'deployed', 'spring', 'boot', 'executable', 'jar', 'ie', 'default', 'exploit', 'however', 'nature', 'vulnerability', 'general', 'may', 'ways', 'exploit']"
222,222,-42.935436,44.276745,5.0,"In Spring Framework versions 5.3.0 - 5.3.18, 5.2.0 - 5.2.20, and older unsupported versions, the patterns for disallowedFields on a DataBinder are case sensitive which means a field is not effectively protected unless it is listed with both upper and lower case for the first character of the field, including upper and lower case for the first character of all nested fields within the property path.",53,spring framework versions older unsupported versions patterns disallowedfields databinder case sensitive means field effectively protected unless listed upper lower case first character field including upper lower case first character nested fields within property path,"['spring', 'framework', 'versions', 'older', 'unsupported', 'versions', 'patterns', 'disallowedfields', 'databinder', 'case', 'sensitive', 'means', 'field', 'effectively', 'protected', 'unless', 'listed', 'upper', 'lower', 'case', 'first', 'character', 'field', 'including', 'upper', 'lower', 'case', 'first', 'character', 'nested', 'fields', 'within', 'property', 'path']"
223,223,-17.474957,-4.219258,5.0,"An issue was discovered in Pivotal Spring Security before 3.2.10, 4.1.x before 4.1.4, and 4.2.x before 4.2.1. Spring Security does not consider URL path parameters when processing security constraints. By adding a URL path parameter with an encoded ""/"" to a request, an attacker may be able to bypass a security constraint. The root cause of this issue is a lack of clarity regarding the handling of path parameters in the Servlet Specification. Some Servlet containers include path parameters in the value returned for getPathInfo() and some do not. Spring Security uses the value returned by getPathInfo() as part of the process of mapping requests to security constraints. The unexpected presence of path parameters can cause a constraint to be bypassed. Users of Apache Tomcat (all current versions) are not affected by this vulnerability since Tomcat follows the guidance previously provided by the Servlet Expert group and strips path parameters from the value returned by getContextPath(), getServletPath(), and getPathInfo(). Users of other Servlet containers based on Apache Tomcat may or may not be affected depending on whether or not the handling of path parameters has been modified. Users of IBM WebSphere Application Server 8.5.x are known to be affected. Users of other containers that implement the Servlet specification may be affected.",50,issue discovered pivotal spring security spring security consider url path parameters processing security constraints adding url path parameter encoded request attacker may able bypass security constraint root issue lack clarity regarding handling path parameters servlet specification servlet containers include path parameters value returned getpathinfo spring security uses value returned getpathinfo part process mapping requests security constraints unexpected presence path parameters cause constraint bypassed users apache tomcat current versions affected vulnerability since tomcat follows guidance previously provided servlet expert group strips path parameters value returned getcontextpath getservletpath getpathinfo users servlet containers based apache tomcat may may affected depending whether handling path parameters modified users ibm websphere application server known affected users containers implement servlet specification may affected,"['issue', 'discovered', 'pivotal', 'spring', 'security', 'spring', 'security', 'consider', 'url', 'path', 'parameters', 'processing', 'security', 'constraints', 'adding', 'url', 'path', 'parameter', 'encoded', 'request', 'attacker', 'may', 'able', 'bypass', 'security', 'constraint', 'root', 'issue', 'lack', 'clarity', 'regarding', 'handling', 'path', 'parameters', 'servlet', 'specification', 'servlet', 'containers', 'include', 'path', 'parameters', 'value', 'returned', 'getpathinfo', 'spring', 'security', 'uses', 'value', 'returned', 'getpathinfo', 'part', 'process', 'mapping', 'requests', 'security', 'constraints', 'unexpected', 'presence', 'path', 'parameters', 'cause', 'constraint', 'bypassed', 'users', 'apache', 'tomcat', 'current', 'versions', 'affected', 'vulnerability', 'since', 'tomcat', 'follows', 'guidance', 'previously', 'provided', 'servlet', 'expert', 'group', 'strips', 'path', 'parameters', 'value', 'returned', 'getcontextpath', 'getservletpath', 'getpathinfo', 'users', 'servlet', 'containers', 'based', 'apache', 'tomcat', 'may', 'may', 'affected', 'depending', 'whether', 'handling', 'path', 'parameters', 'modified', 'users', 'ibm', 'websphere', 'application', 'server', 'known', 'affected', 'users', 'containers', 'implement', 'servlet', 'specification', 'may', 'affected']"
224,224,-17.902735,-4.54491,5.0,"Spring Security (Spring Security 4.1.x before 4.1.5, 4.2.x before 4.2.4, and 5.0.x before 5.0.1; and Spring Framework 4.3.x before 4.3.14 and 5.0.x before 5.0.3) does not consider URL path parameters when processing security constraints. By adding a URL path parameter with special encodings, an attacker may be able to bypass a security constraint. The root cause of this issue is a lack of clarity regarding the handling of path parameters in the Servlet Specification. Some Servlet containers include path parameters in the value returned for getPathInfo() and some do not. Spring Security uses the value returned by getPathInfo() as part of the process of mapping requests to security constraints. In this particular attack, different character encodings used in path parameters allows secured Spring MVC static resource URLs to be bypassed.",50,spring security spring security spring framework consider url path parameters processing security constraints adding url path parameter special encodings attacker may able bypass security constraint root issue lack clarity regarding handling path parameters servlet specification servlet containers include path parameters value returned getpathinfo spring security uses value returned getpathinfo part process mapping requests security constraints particular attack different character encodings used path parameters allows secured spring mvc static resource urls bypassed,"['spring', 'security', 'spring', 'security', 'spring', 'framework', 'consider', 'url', 'path', 'parameters', 'processing', 'security', 'constraints', 'adding', 'url', 'path', 'parameter', 'special', 'encodings', 'attacker', 'may', 'able', 'bypass', 'security', 'constraint', 'root', 'issue', 'lack', 'clarity', 'regarding', 'handling', 'path', 'parameters', 'servlet', 'specification', 'servlet', 'containers', 'include', 'path', 'parameters', 'value', 'returned', 'getpathinfo', 'spring', 'security', 'uses', 'value', 'returned', 'getpathinfo', 'part', 'process', 'mapping', 'requests', 'security', 'constraints', 'particular', 'attack', 'different', 'character', 'encodings', 'used', 'path', 'parameters', 'allows', 'secured', 'spring', 'mvc', 'static', 'resource', 'urls', 'bypassed']"
225,225,-20.025318,-11.615317,9.0,"Spring Security 5.4.x prior to 5.4.4, 5.3.x prior to 5.3.8.RELEASE, 5.2.x prior to 5.2.9.RELEASE, and older unsupported versions can fail to save the SecurityContext if it is changed more than once in a single request.A malicious user cannot cause the bug to happen (it must be programmed in). However, if the application's intent is to only allow the user to run with elevated privileges in a small portion of the application, the bug can be leveraged to extend those privileges to the rest of the application.",51,spring security prior prior release prior release older unsupported versions fail save securitycontext changed single requesta malicious user bug happen must programmed however applications intent allow user run elevated privileges small portion application bug leveraged extend privileges rest application,"['spring', 'security', 'prior', 'prior', 'release', 'prior', 'release', 'older', 'unsupported', 'versions', 'fail', 'save', 'securitycontext', 'changed', 'single', 'requesta', 'malicious', 'user', 'bug', 'happen', 'must', 'programmed', 'however', 'applications', 'intent', 'allow', 'user', 'run', 'elevated', 'privileges', 'small', 'portion', 'application', 'bug', 'leveraged', 'extend', 'privileges', 'rest', 'application']"
